,Id,Rating,Critic,Top_Critic
167,5,0.0,Frank Wilkins,False
168,5,0.0,Unknown,False
169,5,0.6,Cole Smithey,False
170,5,0.4,Chuck O'Leary,False
171,5,0.6,Philip Martin,False
172,5,0.6,Eric Melin,False
173,5,0.6,Dragan Antulov,False
174,5,0.6,Carol Cling,False
175,5,0.875,Jeanne Aufmuth,False
176,5,1.0,James Rocchi,False
177,5,1.0,Rob Blackwelder,False
178,5,0.375,Unknown,True
179,5,0.625,James Berardinelli,True
180,5,0.625,Roger Ebert,True
181,5,0.875,Madeleine Williams,False
182,5,0.75,Steve Rhodes,False
183,5,0.5,Susan Stark,True
184,5,0.7,Marjorie Baumgarten,False
185,5,0.7,Scott Renshaw,False
186,6,0.5,Malcolm Johnson,False
187,6,0.5,Gene Siskel,True
188,6,0.0,Kenneth Turan,True
189,6,0.0,Terrence Rafferty,True
190,6,0.75,Carrie Rickey,True
191,6,0.0,David Sterritt,False
192,6,0.75,Jeff Shannon,True
193,6,0.625,Michael Wilmington,True
194,6,0.6,Jay Boyar,True
195,6,0.0,Richard Schickel,True
196,6,0.0,Leah Rozen,False
197,6,0.4,Adrian Turner,False
198,6,0.0,Candice Russell,False
199,6,0.75,Gary Thompson,False
200,6,0.0,Jack Kroll,True
201,6,0.625,David Nusair,False
202,6,0.7,John J. Puccio,False
203,6,0.0,Betty Jo,False
204,6,3.3,Owen Gleiberman,True
205,6,0.0,Unknown,False
206,6,0.75,Unknown,False
207,6,0.8,Ian Nathan,False
208,6,0.0,Jonathan Rosenbaum,True
209,6,0.0,Todd McCarthy,True
210,6,0.8,Rob Gonsalves,False
211,6,0.7,Unknown,False
212,6,2.3,Emanuel Levy,False
213,6,0.0,Jake Euker,False
214,6,0.0,Unknown,True
215,6,0.875,Michael Dequina,False
216,6,0.6,Alex Sandell,False
217,6,0.8,Kevin A. Ranson,False
218,6,0.0,Janet Maslin,True
219,6,0.375,Monica Hayde,False
220,6,0.6,Nell Minow,False
221,6,0.0,Unknown,False
222,6,0.8,John Oliver,False
223,6,0.3,Dragan Antulov,False
224,6,0.6,Scott Weinberg,False
225,6,0.75,James Berardinelli,True
226,6,0.5,Roger Ebert,True
227,6,0.0,Hal Hinson,True
228,6,0.0,Desson Thomson,True
229,6,0.4,Marjorie Baumgarten,False
230,6,0.875,Steve Rhodes,False
231,6,0.625,Chris Hicks,False
232,6,0.4,Christopher Null,False
233,6,0.75,Mick LaSalle,True
234,6,0.6,Scott Renshaw,False
235,6,0.6,Jules Brenner,False
236,6,0.6,Greg Maki,False
237,6,0.4,Mark R. Leeper,False
238,6,0.4,Carol Cling,False
239,6,0.4,Frank Swietek,False
240,6,0.6,Rebecca Murray,False
241,6,0.4,Mark Palermo,False
242,6,0.4,Philip Martin,False
243,8,0.8,Nell Minow,False
244,8,0.875,Nick Rogers,False
245,8,0.625,Judith Egerton,False
246,8,0.0,Unknown,False
247,8,2.3,Dennis Schwartz,False
248,8,0.5,Unknown,True
249,8,0.75,Roger Ebert,True
250,8,0.0,Sean P. Means,True
251,8,0.0,Mike Kerrigan,False
252,8,0.0,Joe Leydon,False
253,8,0.0,Unknown,False
254,8,0.8,Nell Minow,False
255,8,0.0,Bill McLochlin,False
256,8,0.0,Louis B. Hobson,False
257,8,0.0,Jim Judy,False
258,8,0.0,Louis B. Parks,True
259,8,0.8,Jack Garner,False
260,8,0.0,Jon Popick,False
261,8,1.0,Susan Stark,True
262,8,0.75,Susan Wloszczyna,True
263,8,0.7,Robert Faires,False
264,8,0.0,Joe Baltake,False
265,8,0.0,Monica Eng,True
266,8,0.0,Jeff Vice,False
267,8,0.5,Jan Stuart,True
268,8,0.625,Lou Lumenick,True
269,8,0.0,Shirley Sealy,False
270,8,0.75,Peter Stack,True
271,8,0.8,Desson Thomson,True
272,8,0.75,Jeffrey Wachs,False
273,8,0.0,Bob Aulert,False
274,8,0.5,Edward Johnson-Ott,False
275,8,0.9,Harvey S. Karten,False
276,8,0.0,Chris Hewitt,False
277,8,0.0,Jane Sumner,True
278,8,0.0,Jackie Loohauis,False
279,8,0.6,Eric Lurio,False
280,8,0.0,Eleanor Ringel,True
281,8,0.0,Lawrence Toppman,False
282,8,0.0,John Monaghan,True
283,8,0.0,David Elliott,False
284,8,0.0,Dave White,False
285,8,0.0,Philip Booth,False
286,8,0.0,Roger Moore,True
287,8,0.0,Keith Simanton,True
288,8,3.3,Paula Nechak,False
289,8,0.0,Malcolm Ritter,True
290,8,0.0,Shawn Levy,False
291,8,0.0,Tom Sander,False
292,8,0.7,Maitland McDonagh,False
293,8,0.0,Robert Koehler,True
294,8,0.0,Janice Kennedy,False
295,8,0.0,Glenn Lovell,True
296,8,0.7,Kevin Thomas,True
297,8,0.0,Kevin Maynard,True
298,8,0.0,Brian Frank,False
299,8,0.75,Michael Dequina,False
300,8,3.0,Frank Swietek,False
301,8,0.5,Laura Reiley,False
302,8,0.8,John R. McEwen,False
303,8,0.625,Unknown,False
304,8,0.625,Unknown,True
305,8,6.0,Brian Webster,False
306,8,0.8,Robert Roten,False
307,8,0.4,Unknown,False
308,8,3.3,Eric D. Snider,False
309,8,0.9,MaryAnn Johanson,False
310,8,0.8,Erik Childress,False
311,8,0.75,Ian Waldron-Mantgani,False
312,8,0.4,James Brundage,False
313,8,0.4,Michael Thomson,False
314,8,0.6,Scott A. Mantz,False
315,8,0.9,Mac Verstandig,False
316,8,0.875,Steve Rhodes,False
317,8,0.0,Mark R. Leeper,False
318,10,0.6,Unknown,False
319,10,0.4,Mark Halverson,False
320,10,0.0,Todd McCarthy,True
321,10,0.8,Danny Graydon,False
322,10,0.0,Trevor Johnston,True
323,10,6.0,Scott Weinberg,False
324,10,0.75,David Nusair,False
325,10,0.4,Harry Guerin,False
326,10,0.6,Brian Mckay,False
327,10,0.4,Marrit Ingman,False
328,10,0.4,John R. McEwen,False
329,10,0.875,Ian Waldron-Mantgani,False
330,10,0.4,Peter Bradshaw,False
331,10,0.6,Matthew Turner,False
332,10,0.6,James Rocchi,False
333,10,0.75,Margaret A. McGurk,False
334,10,0.5,Forrest Hartman,False
335,10,0.625,Kevin N. Laforest,False
336,10,0.0,Mark Palermo,False
337,10,2.3,Robert Roten,False
338,10,0.0,Urban Cinefile,False
339,10,0.3,Garth Franklin,False
340,10,0.75,Jonathan R. Perry,False
341,10,0.0,Unknown,False
342,10,6.0,Brian Webster,False
343,10,0.0,Betty Jo,False
344,10,0.5,Rich Cline,False
345,10,0.0,James Sanford,False
346,10,2.7,Audrey Rock-Richardson,False
347,10,0.5,Frank Ochieng,False
348,10,0.75,Mark Dujsik,False
349,10,0.0,Ethan Alter,False
350,10,0.125,David Keyes,False
351,10,0.0,Richard Roeper,True
352,10,0.3,Rita Kempley,True
353,10,0.625,James Kendrick,False
354,10,0.4,Brian Orndorf,False
355,10,0.0,Paul Tatara,True
356,10,0.0,Luke Y. Thompson,False
357,10,0.75,Mike McGranaghan,False
358,10,0.8,Karina Montgomery,False
359,10,0.5,Gary Brown,False
360,10,0.0,Mark Ramsey,False
361,10,0.5,Susan Granger,False
362,10,0.75,Michael Dequina,False
363,10,0.0,Prairie Miller,False
364,10,0.4,Nell Minow,False
365,10,0.0,Christine James,False
366,10,0.5,James Berardinelli,True
367,10,0.7,Max Messier,False
368,10,0.875,Dustin Putman,False
369,10,0.0,Staci Layne,False
370,10,0.0,Donald Munro,False
371,10,0.5,Mike Clark,True
372,10,0.4,Frank Lovece,False
373,10,0.0,Geoff Pevere,True
374,10,0.0,Chris Hewitt,False
375,10,0.0,Mark Rahner,True
376,10,2.7,Eric D. Snider,False
377,10,0.375,Tony Toscano,False
378,10,0.0,Jim Judy,False
379,10,0.0,Sean O'Connell,False
380,10,0.5,Mick LaSalle,True
381,10,0.0,David Elliott,False
382,10,0.0,Joe Baltake,False
383,10,0.0,Jay Boyar,True
384,10,0.0,Kim Morgan,False
385,10,0.0,Gene Seymour,True
386,10,0.0,Charles Savage,True
387,10,0.0,Louis B. Hobson,False
388,10,0.0,Bruce Kirkland,False
389,10,0.5,Rick Groen,True
390,10,0.5,Susan Stark,True
391,10,0.0,Steven Rosen,True
392,10,0.0,Ross Brooks,False
393,10,0.75,Roger Ebert,True
394,10,0.0,Cynthia Fuchs,False
395,10,0.0,Unknown,False
396,10,0.0,Catherine O'Hara,False
397,10,0.0,Sue Pierman,False
398,10,0.0,Bob Strauss,False
399,10,0.75,Harvey S. Karten,False
400,10,0.2,Desson Thomson,True
401,10,0.0,Tom Sander,False
402,10,1.0,William Arnold,False
403,10,0.0,Terry Lawson,True
404,10,0.5,Rod Armstrong,False
405,10,0.75,Steven Rea,True
406,10,0.0,Gary Thompson,False
407,10,0.0,Steve Schneider,False
408,10,0.5,Unknown,True
409,10,0.6,Kevin Thomas,True
410,10,0.0,Eric Lurio,False
411,10,0.0,Jane Sumner,True
412,10,0.0,Robert K. Elder,True
413,10,3.3,Lisa Schwarzbaum,True
414,10,0.0,Lawrence Toppman,False
415,10,0.0,Mary F. Pols,False
416,10,2.3,Bob Longino,True
417,10,0.75,Jeanne Aufmuth,False
418,10,0.75,Rob Blackwelder,False
419,10,0.375,Steve Rhodes,False
420,10,0.0,Frank Swietek,False
421,10,0.0,Scott Chitwood,False
422,10,0.75,Ross Anthony,False
423,10,0.8,Peter Travers,True
424,10,0.0,David Hunter,True
425,10,0.6,Guylaine Cadorette,False
426,13,0.875,Jeff Simon,False
427,13,0.5,Heather Huntington,False
428,13,2.3,Robert Roten,False
429,13,0.6,Unknown,False
430,13,8.0,Brian Webster,False
431,13,0.4,Tim Brayton,False
432,13,0.75,John Beifuss,False
433,13,0.625,Rob Thomas,False
434,13,8.0,Philip Martin,False
435,13,0.7,Scott Collura,False
436,13,0.75,Michael Booth,True
437,13,1.0,Matthew Turner,False
438,13,0.6,Jonathan Kiefer,False
439,13,0.75,Duane Dudek,False
440,13,0.8,Anton Bitel,False
441,13,0.6,Roger Moore,True
442,13,0.75,Robert W. Butler,False
443,13,1.0,Sean P. Means,False
444,13,0.6,Bill Muller,True
445,13,0.625,Jeff Vice,False
446,13,0.8,Cole Haddon,False
447,13,1.0,Peter Bradshaw,False
448,13,0.0,Philip French,False
449,13,0.8,Wendy Ide,False
450,13,0.6,Marjorie Baumgarten,False
451,13,0.0,MaryAnn Johanson,False
452,13,0.0,Cynthia Fuchs,False
453,13,0.0,Desson Thomson,True
454,13,3.0,Marc Mohan,False
455,13,0.6,Sam Toy,False
456,13,0.0,Trevor Johnston,True
457,13,0.75,Moira MacDonald,True
458,13,3.0,Paula Nechak,False
459,13,0.75,Steven Rea,True
460,13,0.625,Ty Burr,True
461,13,0.625,Sara Michelle,False
462,13,0.875,Chris Hewitt,False
463,13,0.6,Stella Papamichael,False
464,13,0.62,Eric Lurio,False
465,13,3.0,Frank Swietek,False
466,13,0.625,Geoff Pevere,True
467,13,0.625,Mick LaSalle,True
468,13,0.7,Liz Braun,False
469,13,3.3,Chris Vognar,True
470,13,0.0,Angela Baldassarre,False
471,13,0.375,Jeffrey M. Anderson,False
472,13,3.3,Ted Murphy,False
473,13,0.0,J. R. Jones,True
474,13,0.75,Teresa Budasi,True
475,13,0.75,Michael Phillips,True
476,13,0.625,Matt Pais,False
477,13,0.0,Andy Klein,False
478,13,0.625,Ethan Alter,False
479,13,0.75,Steve Rhodes,False
480,13,0.5,David Fear,True
481,13,0.0,Michelle Orange,False
482,13,0.875,Ken Fox,False
483,13,0.75,Stephen Whitty,True
484,13,0.25,Kyle Smith,True
485,13,0.75,Jack Mathews,True
486,13,0.7,Kenneth Turan,True
487,13,0.625,Bob Strauss,False
488,13,0.8,Unknown,False
489,13,0.625,Fernando F. Croce,False
490,13,0.5,Unknown,True
491,13,0.8,Chris Barsanti,False
492,13,0.0,Joe Morgenstern,True
493,13,3.0,Peter Rainer,True
494,13,0.625,Jan Stuart,True
495,13,0.0,Ella Taylor,True
496,13,0.0,Rex Reed,True
497,13,0.75,James Berardinelli,True
498,13,0.0,Unknown,True
499,13,0.7,Tony Medley,False
500,13,0.6,Edward Douglas,False
501,13,0.0,Harry Chotiner,False
502,13,0.0,David Edelstein,True
503,13,0.0,Rex Roberts,False
504,13,0.6,Jules Brenner,False
505,13,2.3,Harvey S. Karten,False
506,13,1.0,Rich Cline,False
507,13,0.6,Peter Calder,False
508,13,0.8,Richard Mowe,False
509,13,0.6,Kim Voynar,False
510,13,0.6,Jason Anderson,False
511,13,0.625,Rick Groen,True
512,13,0.5,David Nusair,False
513,13,0.0,Megan Lehmann,True
514,13,0.0,Urban Cinefile,False
515,13,0.0,Robert Koehler,True
516,13,3.0,Nell Minow,False
517,13,0.4,Cliff Doerksen,True
518,13,0.9,Jennie Kermode,False
519,13,0.75,Brian Marder,False
520,13,2.3,Dave White,False
521,14,0.6,Laura Hiros,False
522,14,0.4,James Luxford,False
523,14,1.3,Brian Orndorf,False
524,14,1.7,Nick Schager,False
525,14,1.7,Frank Swietek,False
526,14,0.0,Victoria Alexander,False
527,14,0.0,Andy Klein,False
528,14,1.3,Peter Rainer,True
529,14,0.25,Rex Reed,True
530,14,0.0,Michael O'Sullivan,True
531,14,0.375,Brett Michel,False
532,14,0.0,Richard Knight,False
533,14,0.0,Fred Topel,False
534,14,0.0,Unknown,True
535,14,0.6,Pete Hammond,False
536,14,0.0,Peter Travers,True
537,14,0.2,Unknown,False
538,14,0.0,Jeanne Kaplan,False
539,14,0.5,Roger Ebert,True
540,14,0.0,Mick LaSalle,True
541,14,0.25,Wesley Morris,True
542,14,0.5,Liam Lacey,True
543,14,1.0,Owen Gleiberman,True
544,14,0.0,Jake Coyle,True
545,14,0.375,Peter Howell,True
546,14,0.6,Michelle Orange,False
547,14,0.0,Brian Tallerico,False
548,14,1.7,Nathan Rabin,True
549,14,0.5,Stephen Whitty,True
550,14,0.625,Lou Lumenick,True
551,14,0.6,Joshua Rothkopf,True
552,14,0.5,Dustin Putman,False
553,14,0.5,Geoff Berkshire,False
554,14,0.0,Annlee Ellingson,False
555,14,3.0,Harvey S. Karten,False
556,14,0.0,Peter Debruge,True
557,14,0.0,Kirk Honeycutt,True
558,14,0.0,Laura Clifford,False
559,14,0.0,Marshall Fine,False
560,14,0.25,Andrew Schenker,False
561,14,0.0,Cole Smithey,False
562,14,0.0,Chris Barsanti,False
563,15,0.0,Marisa Mirabal,False
564,15,0.0,Quentin Curtis,False
565,15,0.6,Unknown,False
566,15,0.0,Felix Vasquez,False
567,15,0.3,Tim Brayton,False
568,15,0.7,James Jennings,False
569,15,0.0,Brian Lowry,True
570,15,0.5,Unknown,False
571,15,0.5,Unknown,False
572,15,0.0,Stephen Garrett,True
573,15,0.2,Clint Morris,False
574,15,0.0,Staci Layne,False
575,15,0.0,Jake Euker,False
576,15,0.2,Rob Vaux,False
577,15,0.0,Michael Dequina,False
578,15,0.6,Fred Topel,False
579,15,0.0,Janet Maslin,True
580,15,0.75,Jeanne Aufmuth,False
581,15,0.4,Blake Davis,False
582,15,0.75,Robert Roten,False
583,15,0.2,Dragan Antulov,False
584,15,0.0,Kenneth Turan,True
585,15,0.5,James Berardinelli,True
586,15,0.75,Roger Ebert,True
587,15,0.0,Lucy Mohl,True
588,15,0.0,Greg Burkman,True
589,15,0.0,Jean Oppenheimer,False
590,15,0.0,Hal Hinson,True
591,15,0.0,Desson Thomson,True
592,15,0.0,Bob Thompson,False
593,15,0.375,Madeleine Williams,False
594,15,0.0,Steve Davis,False
595,15,0.0,Chris Hicks,False
596,15,0.5,Unknown,True
597,15,0.0,Barbara Shulgasser,False
598,15,0.7,Lisa Schwarzbaum,True
599,15,0.6,Rob Blackwelder,False
600,15,0.2,Emanuel Levy,False
601,15,0.6,Mark R. Leeper,False
602,15,0.0,Jeffrey Westhoff,False
603,15,0.4,Daniel M. Kimmel,False
604,15,0.4,Mike McGranaghan,False
605,15,0.2,Jon Niccum,False
606,15,0.4,Kevin N. Laforest,False
607,15,0.7,Unknown,True
608,17,0.75,Ed Gonzalez,False
609,17,7.0,Dan Jardine,False
610,17,0.8,Nell Minow,False
611,17,3.0,Cole Smithey,False
612,17,1.0,Kam Williams,False
613,17,0.0,Nick Schager,False
614,17,7.0,Dan Jardine,False
615,17,1.0,Phil Villarreal,False
616,17,0.75,Nick Rogers,False
617,17,0.5,Ken Hanke,False
618,17,0.75,Timothy Knight,False
619,17,3.3,Harvey S. Karten,False
620,17,0.875,Peter Debruge,False
621,17,0.75,Linda Cook,False
622,17,1.7,Bill White,False
623,17,0.0,Richard Roeper,True
624,17,0.8,Pete Croatto,False
625,17,0.6,Marc Savlov,False
626,17,3.3,Carlo Cavagna,False
627,17,0.0,Stephanie Zacharek,True
628,17,0.0,Daniel Eagan,False
629,17,0.625,Mike Clark,True
630,17,0.5,Maitland McDonagh,False
631,17,0.6,Geoff Pevere,True
632,17,0.5,Tina Potterf,True
633,17,0.625,Sean Piccoli,False
634,17,0.75,James Sullivan,True
635,17,0.875,Joe Baltake,False
636,17,0.0,Roger Moore,True
637,17,3.0,Kim Morgan,False
638,17,0.0,Bob Campbell,True
639,17,0.75,Jack Mathews,True
640,17,0.75,Bob Strauss,False
641,17,0.625,Robert W. Butler,False
642,17,0.7,Liz Braun,False
643,17,0.625,Liam Lacey,True
644,17,0.625,Michael Booth,True
645,17,0.75,Lawrence Toppman,False
646,17,0.8,Paul Clinton,False
647,17,0.0,Ann Hornaday,True
648,17,3.7,Robin Clifford,False
649,17,2.3,Larry Carroll,False
650,17,0.875,Roger Ebert,True
651,17,3.0,Robert Denerstein,True
652,17,0.5,Megan Lehmann,True
653,17,0.75,Marian Liu,True
654,17,0.75,Chris Hewitt,False
655,17,3.3,Unknown,False
656,17,0.5,Terry Lawson,True
657,17,0.75,Aaron Wherry,False
658,17,0.7,Cherryl Dawson,False
659,17,0.875,Guylaine Cadorette,False
660,17,0.0,Scott Von,True
661,17,2.3,Sonia Murray,True
662,17,0.8,Larry Rodgers,True
663,17,0.5,Jeffrey Westhoff,False
664,17,0.75,Dan DeLuca,True
665,17,0.6,Unknown,True
666,17,0.75,Gemma Tarlach,False
667,17,0.7,Kenneth Turan,True
668,17,2.3,Matt Weitz,True
669,17,3.7,Nell Minow,False
670,17,0.625,Gene Seymour,True
671,17,0.75,Chris Riemenschneider,True
672,17,0.0,Robert Abele,True
673,17,0.8,Dan Fazio,False
674,17,0.5,Kevin M. Williams,True
675,17,3.3,Laura Clifford,False
676,17,2.7,Frank Swietek,False
677,17,0.5,Josh Larsen,False
678,17,3.3,Owen Gleiberman,True
679,17,0.375,Steve Rhodes,False
680,17,0.75,Jeanne Aufmuth,False
681,17,0.0,Gregory Weinkauf,False
682,17,0.75,Matt Brunson,False
683,17,0.0,Laura Sinagra,True
684,17,0.0,Sheri Linden,True
685,17,0.75,Peter Travers,True
686,17,0.8,Eric Campos,False
687,17,0.6,Mark Halverson,False
688,17,0.8,Unknown,False
689,17,0.6,Neil Smith,False
690,17,0.875,Sarah Rodman,False
691,17,1.0,Brian Orndorf,False
692,17,0.5,Susan Granger,False
693,17,0.625,Unknown,False
694,19,0.0,Martin Scribbs,False
695,19,0.6,John A. Nesbit,False
696,19,0.8,Ron Wells,False
697,19,0.0,Shawn Levy,False
698,19,0.625,Glenn Lovell,True
699,19,0.5,Steve Rhodes,False
700,19,0.0,Luke Y. Thompson,False
701,19,0.8,Marc Savlov,False
702,19,0.6,Christopher Null,False
703,19,0.6,Ken Fox,False
704,19,0.6,Stephen Holden,True
705,19,0.375,Unknown,True
706,19,0.8,Unknown,False
707,19,0.6,Noah Davis,False
708,20,3.0,Dennis Schwartz,False
709,20,0.0,Renata Adler,True
710,20,0.75,Roger Ebert,True
711,20,0.4,Emanuel Levy,False
712,21,0.0,Malcolm Johnson,False
713,21,0.4,Steve Crum,False
714,21,0.6,Nell Minow,False
715,21,0.2,Scott Weinberg,False
716,21,0.2,Boo Allen,False
717,21,0.2,Chuck O'Leary,False
718,21,0.4,Emanuel Levy,False
719,21,0.0,Marjorie Baumgarten,False
720,21,0.0,Brian J. Arthurs,False
721,21,0.75,Edward Guthmann,True
722,21,0.125,James Berardinelli,True
723,21,0.1,Jack Garner,False
724,21,0.125,Madeleine Williams,False
725,21,0.4,Scott Renshaw,False
726,23,0.8,Debbie Baldwin,False
727,23,0.0,Sarah Gopaul,False
728,23,0.7,Alistair Ryder,False
729,23,0.0,Pat Padua,False
730,23,0.0,Kathryn Reklis,False
731,23,0.0,Megan Basham,False
732,23,0.8,Srijana Mitra,False
733,23,2.7,Candice Frederick,False
734,23,0.8,Larushka Ivan-Zadeh,False
735,23,0.0,Geoffrey O'Brien,False
736,23,0.0,Betsy Sherman,False
737,23,0.0,John Powers,False
738,23,0.875,Sonny Bunch,False
739,23,2.7,Jordan Raup,False
740,23,0.0,Jason Bailey,False
741,23,3.0,Bill Newcott,False
742,23,0.0,Michael Atkinson,False
743,23,0.7,Unknown,False
744,23,0.6,Rob Gonsalves,False
745,23,4.5,Chris Stuckmann,False
746,23,0.0,Mark Hughes,False
747,23,0.625,Clayton Davis,False
748,23,0.0,Richard Knight,False
749,23,0.0,Melissa Anderson,False
750,23,4.0,Colin Biggs,False
751,23,1.0,Jason Best,False
752,23,0.0,Ray Pride,False
753,23,1.0,David Keyes,False
754,23,0.0,Kate Stables,False
755,23,0.9,Margaret Pomeranz,False
756,23,0.9,David Stratton,False
757,23,0.875,Wesley Lovell,False
758,23,3.7,Greg Maki,False
759,23,8.0,Dan Jardine,False
760,23,0.7,Damien Straker,False
761,23,0.875,Liam Lacey,True
762,23,1.0,Joe Neumaier,True
763,23,1.0,Linda Cook,False
764,23,4.0,Steve Persall,False
765,23,1.0,Charles Koplinski,False
